product_id;category_id;cpc;clicks;views;score;groupscore
6641874248785699682;5152018957359872972;1.7399614392413771;0.0;219.0;0.08000062313165093;0.11498013045510319
7660308806451343494;5152018957359872972;1.7399451963602948;0.0;83.0;0.08074652336360205;0.11498013045510319
4681197343561302346;5152018957359872972;1.7399412911963303;0.0;0.0;0.07954115158443073;0.11498013045510319
3201940062582611;5152018957359872972;1.7398786543925466;0.0;395.0;0.0797854542949714;0.11498013045510319
2062748752141102551;5152018957359872972;1.7398726023672924;0.0;105.0;0.08048381445068617;0.11498013045510319
3577014098908585538;5152018957359872972;1.7396729632145884;0.0;0.0;0.07950318857832078;0.11498013045510319
3505866294073837467;5152018957359872972;1.7395514907223015;0.0;0.0;0.07948600266674741;0.11498013045510319
6086437956754211810;5152018957359872972;1.739547128763678;0.0;0.0;0.0794853855374387;0.11498013045510319
3312170266332515812;5152018957359872972;1.7392633359322005;127.0;2731.0;0.2699186806231403;0.11498013045510319
6282009090822533916;5152018957359872972;1.7392116886641973;0.0;20.0;0.08443792751810195;0.11498013045510319
6391508469678010816;5152018957359872972;1.739209501429634;5.0;170.0;0.20355261862087137;0.11498013045510319
8032213150844178304;5152018957359872972;1.7391984552352235;0.0;0.0;0.07943605525438302;0.11498013045510319
243107456366194950;5152018957359872972;1.7391803847606861;4.0;105.0;0.20957943104426427;0.11498013045510319
7786259839137135291;5152018957359872972;1.739141041237833;0.0;0.0;0.07942793232989492;0.11498013045510319
5495620525473296230;5152018957359872972;1.7388164077308477;0.0;0.0;0.07938200322578445;0.11498013045510319
499507185827800867;5152018957359872972;1.7387099131128942;0.0;50.0;0.0813669363818206;0.11498013045510319
1651052385030974567;5152018957359872972;1.7387038467456486;0.0;24.0;0.08353274477968013;0.11498013045510319
1517965176208289167;5152018957359872972;1.7387025304322163;0.0;0.0;0.07936589188116933;0.11498013045510319
1283322466353693592;5152018957359872972;1.7386854376226388;0.0;131.0;0.08012683237143708;0.11498013045510319
6891656529867207924;5152018957359872972;1.738583852840243;0.0;66.0;0.0808642529068611;0.11498013045510319
112504518471388672;5152018957359872972;1.738401154265205;1.0;143.0;0.18497160528047815;0.11498013045510319
4194402974869919029;5152018957359872972;1.7383680650867628;0.0;20.0;0.08431857176989882;0.11498013045510319
6544622388671236415;5152018957359872972;1.7383628859150577;0.0;0.0;0.07931783902139528;0.11498013045510319
2419467547853271251;5152018957359872972;1.7381037831456876;0.0;219.0;0.07973780220163453;0.11498013045510319
3592161282315453347;5152018957359872972;1.7380972041084282;35.0;2212.0;0.20643755308528788;0.11498013045510319
4367132239848055862;5152018957359872972;1.7379137711875123;58.0;2841.0;0.21993009260889254;0.11498013045510319
1431878895721748602;5152018957359872972;1.7378496971913424;0.0;0.0;0.07924523315104405;0.11498013045510319
4020598463198169431;5152018957359872972;1.7376836959378417;0.0;86.0;0.08038453801410667;0.11498013045510319
1615865429815501306;5152018957359872972;1.7376556268598913;0.0;48.0;0.08130110944046116;0.11498013045510319
5720085455998114555;5152018957359872972;1.7376029945931948;0.0;0.0;0.07921032970124348;0.11498013045510319
6914631923315804579;5152018957359872972;1.7375732434053326;4.0;133.0;0.20335608735177352;0.11498013045510319
5859181972184010816;5152018957359872972;1.7375447805565098;0.0;58.0;0.08092623151834005;0.11498013045510319
